roll_num,roll_value,timestamp,player_name
63,23,1479045.71,精品骑士
64,70,1479045.93,精品骑士
65,8,1479046.09,精品骑士
66,39,1479046.28,精品骑士
67,75,1479046.46,精品骑士
68,98,1479046.64,精品骑士
69,13,1479046.86,精品骑士
70,54,1479047.04,精品骑士
71,67,1479047.25,精品骑士
72,48,1479047.43,精品骑士
73,43,1479047.72,精品骑士
74,78,1479047.86,精品骑士
75,80,1479048.11,精品骑士
76,24,1479048.33,精品骑士
77,22,1479048.47,精品骑士
78,45,1479048.68,精品骑士
79,67,1479048.93,精品骑士
80,57,1479049.15,精品骑士
81,42,1479049.40,精品骑士
82,99,1479049.58,精品骑士
83,51,1479049.79,精品骑士
84,41,1479050.01,精品骑士
85,24,1479050.19,精品骑士
86,3,1479050.40,精品骑士
87,96,1479050.66,精品骑士
88,49,1479050.80,精品骑士
89,59,1479051.09,精品骑士
90,64,1479051.27,精品骑士
91,42,1479051.49,精品骑士
92,52,1479051.70,精品骑士
93,29,1479051.95,精品骑士
94,29,1479052.10,精品骑士
95,64,1479052.35,精品骑士
96,45,1479052.49,精品骑士
97,97,1479052.70,精品骑士
98,70,1479052.92,精品骑士
99,19,1479053.10,精品骑士
100,60,1479053.35,精品骑士
101,71,1479053.57,精品骑士
102,56,1479053.78,精品骑士
103,28,1479053.99,精品骑士
104,87,1479054.21,精品骑士
105,27,1479054.39,精品骑士
106,80,1479054.57,精品骑士
107,91,1479054.78,精品骑士
108,34,1479055.00,精品骑士
109,38,1479055.18,精品骑士
110,5,1479055.39,精品骑士
111,17,1479055.64,精品骑士
112,65,1479055.86,精品骑士
113,89,1479056.04,精品骑士
114,93,1479056.25,精品骑士
115,49,1479056.50,精品骑士
116,24,1479056.68,精品骑士
117,24,1479056.93,精品骑士
118,25,1479057.15,精品骑士
119,27,1479057.33,精品骑士
120,16,1479057.54,精品骑士
121,62,1479057.75,精品骑士
122,19,1479057.97,精品骑士
123,62,1479058.11,精品骑士
124,37,1479058.32,精品骑士
125,95,1479058.54,精品骑士
126,87,1479058.72,精品骑士
127,67,1479058.94,精品骑士
128,76,1479059.08,精品骑士
129,47,1479059.33,精品骑士
130,94,1479059.51,精品骑士
131,41,1479059.73,精品骑士
132,37,1479059.94,精品骑士
133,62,1479060.12,精品骑士
134,27,1479060.33,精品骑士
135,99,1479060.55,精品骑士
136,36,1479060.73,精品骑士
137,44,1479060.94,精品骑士
138,99,1479061.12,精品骑士
139,68,1479061.34,精品骑士
140,56,1479061.55,精品骑士
141,18,1479061.77,精品骑士
142,46,1479061.95,精品骑士
143,65,1479062.16,精品骑士
144,35,1479062.38,精品骑士
145,24,1479062.59,精品骑士
146,89,1479062.80,精品骑士
147,94,1479062.98,精品骑士
148,62,1479063.20,精品骑士
149,76,1479063.38,精品骑士
150,42,1479063.59,精品骑士
151,60,1479063.77,精品骑士
152,59,1479063.95,精品骑士
153,7,1479064.17,精品骑士
154,32,1479064.38,精品骑士
155,42,1479064.56,精品骑士
156,39,1479064.77,精品骑士
157,28,1479064.99,精品骑士
158,42,1479065.13,精品骑士
159,77,1479065.35,精品骑士
160,83,1479065.52,精品骑士
161,57,1479065.74,精品骑士
162,95,1479065.99,精品骑士
163,99,1479066.13,精品骑士
164,90,1479066.35,精品骑士
165,82,1479066.60,精品骑士
166,77,1479066.78,精品骑士
167,81,1479066.99,精品骑士
168,87,1479067.21,精品骑士
169,85,1479067.42,精品骑士
170,32,1479067.57,精品骑士
171,90,1479067.75,精品骑士
172,52,1479067.96,精品骑士
173,34,1479068.22,精品骑士
174,77,1479068.36,精品骑士
175,74,1479068.58,精品骑士
176,2,1479068.79,精品骑士
177,63,1479068.97,精品骑士
178,31,1479069.19,精品骑士
179,10,1479069.37,精品骑士
180,33,1479069.58,精品骑士
181,19,1479069.80,精品骑士
182,70,1479069.98,精品骑士
183,42,1479070.19,精品骑士
184,51,1479070.37,精品骑士
185,2,1479070.59,精品骑士
186,64,1479070.81,精品骑士
187,65,1479070.98,精品骑士
188,37,1479071.19,精品骑士
189,89,1479071.42,精品骑士
190,19,1479071.56,精品骑士
191,73,1479072.01,精品骑士
192,33,1479072.30,精品骑士
193,23,1479072.49,精品骑士
194,14,1479072.71,精品骑士
195,43,1479072.89,精品骑士
196,62,1479073.11,精品骑士
197,43,1479073.25,精品骑士
198,45,1479075.15,精品骑士
199,3,1479075.33,精品骑士
200,11,1479075.54,精品骑士
201,71,1479075.94,精品骑士
